Student ID,Age,Gender,High School GPA,University - Ranking,University - GPA,Field of Study,Internships Completed,Projects Completed,Certifications,Job Offers,Starting Salary,Current Job Level,Entrepreneurship
S03454,27,Male,2.43,603,2.73,Arts,0,8,2,0,53700,Senior,No
S00016,25,Female,2.6,571,3.61,Computer Science,3,5,2,3,34500,Senior,No
S01327,25,Male,3.19,570,2.6,Engineering,1,3,5,4,69600,Mid,No
S02593,26,Female,3.67,898,2.65,Arts,2,9,1,1,36000,Executive,No
S03050,27,Female,3.73,652,3.74,Medicine,2,2,4,5,25000,Entry,No
S03981,22,Female,2.98,84,3.28,Law,2,9,3,2,32800,Entry,No
S04551,25,Male,2.45,153,2.71,Arts,1,7,5,3,67200,Mid,Yes
S01593,20,Female,3.62,865,3.85,Business,3,1,3,0,25000,Senior,No
S03558,20,Male,2.71,498,2.8,Law,3,7,3,3,89500,Entry,No
S03960,19,Male,3.65,10,2.11,Mathematics,0,4,2,4,45000,Entry,No
S04655,23,Female,2.84,347,2.8,Law,3,8,2,0,59800,Mid,No
S00686,21,Female,3.39,365,3.74,Business,4,3,2,0,25000,Entry,Yes
S01030,20,Female,3.62,225,2.58,Computer Science,4,3,2,5,55200,Entry,Yes
S01403,23,Female,3.43,162,3.84,Mathematics,1,0,2,0,45100,Entry,No
S01969,21,Female,2.62,792,3.49,Engineering,1,6,0,1,68500,Senior,No
S01989,26,Male,3.24,913,2.55,Engineering,1,1,2,3,43200,Senior,No
S02439,20,Male,2.45,70,2.56,Law,3,2,1,1,61200,Senior,No
S04860,26,Female,2.28,149,2.35,Mathematics,1,6,5,4,31700,Executive,No
S00894,28,Female,3.62,42,3.25,Engineering,2,1,5,0,52200,Senior,Yes
S01743,26,Male,2.45,990,3.6,Engineering,1,9,4,2,43300,Executive,No
S04279,29,Female,2.78,413,2.68,Business,2,0,4,0,40500,Mid,No
S00273,19,Female,2.57,573,2.58,Business,0,1,5,4,72100,Senior,No
S00776,28,Female,3.48,610,3.19,Business,3,2,0,4,66300,Mid,Yes
S01453,22,Female,2.98,896,3.33,Computer Science,3,6,3,5,31500,Senior,No
S01821,24,Male,2.04,559,3.75,Mathematics,0,3,1,4,33100,Entry,No
S03698,20,Female,2.61,115,2.13,Law,1,5,4,2,69700,Executive,Yes
S03931,26,Male,3.23,38,2.14,Medicine,3,8,2,1,32400,Entry,No
S04154,27,Female,3.63,771,3.98,Arts,3,3,5,5,90700,Mid,Yes
S00374,22,Male,2.43,256,3.55,Computer Science,3,8,4,1,55600,Senior,No
S00508,21,Male,3.54,310,2.89,Mathematics,1,8,0,1,54500,Mid,Yes
S01051,18,Female,2.22,212,2.13,Engineering,1,7,3,5,56000,Senior,No
S03057,19,Female,2.22,791,2.89,Mathematics,3,8,3,4,60900,Mid,No
S03146,18,Female,3.66,142,3.49,Computer Science,4,9,1,3,64300,Senior,No
S03792,26,Female,2.49,674,3.93,Engineering,0,3,2,3,51700,Entry,No
S04197,27,Male,3.31,800,2.95,Computer Science,2,4,5,3,47900,Entry,Yes
S04320,19,Male,3.26,412,2.78,Medicine,2,3,5,1,54400,Entry,No
S04626,20,Male,2.72,801,2.42,Arts,2,0,0,1,40700,Entry,No
S04881,24,Male,2.19,803,2.76,Engineering,2,5,2,4,25000,Entry,No
S01644,26,Male,3.32,615,3.4,Business,3,8,2,2,62100,Senior,Yes
S02993,20,Female,3.11,532,2.07,Arts,4,0,3,2,49500,Entry,No
S03387,29,Male,2.12,537,3.39,Engineering,3,9,1,0,54200,Entry,No
S03700,19,Female,2.63,654,3.48,Engineering,2,9,1,3,60500,Entry,No
S04680,28,Female,3.46,415,3.04,Medicine,1,6,3,4,47700,Mid,Yes
S00396,27,Male,3.21,280,3.96,Business,1,6,2,4,45000,Executive,No
S01963,19,Female,3.34,974,3.66,Law,3,1,5,5,49700,Entry,No
S02760,21,Female,3.44,45,3.88,Mathematics,4,9,0,3,62200,Senior,Yes
S02915,25,Female,3.67,877,2.49,Engineering,0,5,5,1,46900,Executive,No
S03291,18,Male,2.95,869,2.21,Law,2,1,5,5,50000,Mid,No
S03963,18,Female,3.53,59,3.95,Law,1,9,0,5,47900,Entry,No
S00452,21,Female,2.39,603,3.96,Mathematics,4,1,0,4,73900,Mid,No
S00985,21,Female,3.69,901,3.61,Arts,0,7,2,5,43100,Entry,No
S01480,20,Male,3.23,416,3.93,Business,2,3,5,2,39900,Mid,No
S01585,23,Male,2.11,376,2.04,Business,4,6,5,3,44800,Entry,Yes
S01595,19,Male,3.46,690,2.15,Business,1,3,0,4,49100,Entry,Yes
S01891,23,Male,3.26,511,3.5,Arts,1,2,5,1,30100,Mid,No
S02104,25,Male,2.39,170,3.31,Business,0,7,3,2,33500,Mid,No
S02456,21,Male,3.29,111,3.86,Engineering,3,9,0,4,39100,Entry,No
S03210,24,Female,2.67,686,2.15,Business,2,6,4,5,89900,Senior,No
S03374,26,Male,3.81,260,2.22,Arts,2,8,1,5,58100,Entry,Yes
S04023,25,Female,2.28,945,2.42,Engineering,1,7,2,0,65300,Entry,No
S04462,28,Male,3.24,901,2.95,Medicine,1,5,5,3,25000,Entry,No
S04731,18,Male,2.61,341,3.88,Medicine,1,2,3,3,33400,Mid,No
S04997,18,Female,3.94,923,3.73,Law,0,9,3,5,41800,Entry,No
S00331,22,Female,3.35,549,2.79,Mathematics,1,3,2,1,64600,Entry,No
S01142,26,Female,2.21,674,3.69,Law,2,5,4,1,75400,Entry,No
S01759,27,Female,3.05,337,2.33,Engineering,4,2,3,2,44700,Entry,No
S02774,24,Male,2.09,171,3.4,Business,0,5,4,0,53100,Entry,No
S03912,21,Male,3.02,818,3.06,Medicine,2,9,2,3,49600,Mid,No
S04070,20,Female,3.68,910,3.97,Engineering,2,6,2,3,62200,Senior,Yes
S00636,27,Female,3.29,422,3.39,Computer Science,1,3,3,3,32800,Senior,No
S00935,24,Male,3.47,51,3.07,Arts,1,3,2,2,35500,Senior,Yes
S01532,23,Female,3.79,950,3.05,Law,1,9,0,2,37600,Mid,Yes
S01696,29,Female,3.72,822,3.02,Medicine,1,8,3,4,41100,Mid,Yes
S01021,18,Female,2.42,919,3.31,Law,3,0,5,5,56700,Entry,No
S01650,21,Female,2.88,37,3.57,Mathematics,0,0,1,5,26400,Entry,No
S01955,20,Female,3.87,954,2.6,Engineering,0,6,5,2,25000,Entry,No
S01966,25,Female,2.08,129,2.27,Medicine,3,8,0,0,46800,Mid,No
S02506,28,Male,2.18,588,3.37,Computer Science,4,4,1,0,62500,Entry,No
S02547,19,Male,3.17,576,2.32,Mathematics,1,9,1,0,56500,Entry,No
S03293,24,Male,2.67,285,2.26,Mathematics,2,2,1,1,40700,Executive,No
S03531,19,Female,2.91,566,2.25,Computer Science,1,4,2,0,53500,Entry,Yes
S03536,21,Male,2.2,866,3.43,Engineering,2,5,4,0,55900,Entry,No
S03765,29,Male,3.86,740,3.76,Mathematics,4,9,2,2,52900,Mid,No
S00027,18,Female,2.25,991,2.02,Arts,1,9,2,3,44600,Entry,No
S01353,24,Male,2.5,42,3.99,Medicine,0,2,0,2,58200,Senior,No
S01973,21,Male,3.96,222,3.15,Law,1,0,5,5,37000,Entry,No
S02786,22,Male,2.78,794,2.6,Law,3,5,3,2,56200,Mid,No
S04880,21,Male,2.94,490,3.68,Law,1,4,0,1,65300,Entry,No
S01207,26,Female,2.18,790,3.33,Computer Science,1,7,2,0,33600,Entry,No
S01531,23,Female,2.82,941,3.43,Arts,4,7,1,5,50800,Senior,No
S01717,19,Male,2.01,721,3.44,Medicine,0,8,1,0,52500,Mid,No
S01962,26,Female,3.36,19,2.21,Medicine,0,0,2,3,53400,Entry,No
S02021,27,Male,3.11,113,3.66,Medicine,4,9,0,1,68200,Entry,No
S03150,23,Female,3.72,222,2.91,Engineering,1,5,4,4,25000,Entry,No
S03846,19,Female,3.3,876,2.82,Computer Science,4,9,0,4,59700,Entry,No
S04502,27,Male,2.12,759,2.39,Computer Science,4,6,3,3,51300,Entry,No
S00453,23,Male,2.5,72,3.65,Engineering,3,3,4,0,31800,Mid,Yes
S00848,19,Male,2.81,6,3.1,Computer Science,3,8,1,0,45600,Entry,No
S01312,27,Male,2.49,580,2.01,Engineering,2,1,1,0,38000,Mid,No
S01749,28,Male,3.51,624,2.8,Arts,4,9,5,5,25000,Senior,No
S02370,18,Female,2.2,174,3.3,Computer Science,3,3,1,0,25000,Mid,Yes
S02705,18,Male,2.1,17,3.32,Law,4,6,3,1,25000,Senior,No
S04999,19,Male,2.7,319,3.94,Law,1,4,5,5,54700,Entry,No
S00129,24,Female,2.62,274,3.6,Arts,0,9,0,4,96700,Entry,Yes
S01234,26,Male,3.69,794,2.08,Computer Science,1,4,5,1,87500,Entry,No
S01239,21,Male,2.07,886,3,Computer Science,4,9,2,2,35300,Mid,No
S01799,27,Male,2.48,369,2.51,Law,4,3,1,0,44700,Entry,No
S02633,23,Male,2.42,747,3.56,Engineering,0,6,5,0,74600,Mid,No
S03525,19,Male,3.64,612,2.5,Computer Science,0,9,1,3,66200,Entry,Yes
S04941,18,Female,2.47,912,2.9,Medicine,3,8,3,0,77000,Mid,No
S00118,27,Female,3.14,10,3.38,Engineering,1,1,1,1,56100,Entry,No
S01351,24,Male,2.57,974,3.75,Mathematics,1,3,0,5,51100,Mid,No
S01995,25,Female,2.97,484,3.87,Arts,0,0,2,2,53000,Entry,Yes
S03153,24,Male,2.05,184,2.05,Business,2,2,4,3,42000,Senior,Yes
S01828,26,Male,3.69,716,3.52,Mathematics,2,0,2,5,58500,Entry,No
S01882,20,Female,2.94,315,2.14,Arts,4,7,4,2,46600,Mid,No
S02226,19,Male,3.53,484,2.57,Computer Science,1,9,2,5,55400,Entry,No
S02541,20,Male,3.71,935,3.18,Business,2,5,4,0,55300,Senior,No
S02621,28,Male,3.43,290,3.86,Computer Science,2,2,2,2,39700,Entry,No
S02797,29,Male,3.4,897,3.44,Arts,3,8,0,5,42600,Entry,No
S03333,26,Female,3.43,371,3.5,Mathematics,1,9,4,5,63300,Mid,No
S03762,20,Female,3.59,37,3.81,Computer Science,2,7,2,2,64600,Entry,Yes
S00202,25,Female,2.62,500,2.09,Law,3,8,1,4,64500,Entry,No
S00407,24,Female,3.49,80,3.26,Mathematics,0,0,5,3,48300,Mid,Yes
S00780,23,Male,2.41,311,2.81,Arts,1,5,4,0,66300,Mid,No
S00851,19,Male,3.09,481,2.56,Arts,3,7,3,0,81700,Entry,No
S01615,18,Male,2.9,462,2.27,Medicine,4,9,0,1,70400,Senior,No
S02158,25,Male,2.74,875,3.9,Computer Science,3,2,2,4,71000,Mid,Yes
S02201,20,Female,2.07,381,3.48,Medicine,3,0,4,2,47900,Entry,No
S02348,25,Female,3.7,618,2.78,Law,4,2,2,1,39600,Entry,No
S02880,20,Male,2.06,81,2.08,Computer Science,4,8,5,3,67900,Entry,No
S03919,25,Female,2.2,659,3.29,Engineering,3,7,4,5,55500,Senior,No
S04936,27,Female,3.86,205,2.38,Mathematics,3,4,5,4,49400,Entry,No
S02247,18,Male,3.91,849,3.32,Computer Science,1,1,0,4,69100,Entry,No
S02756,24,Female,2.69,115,3.17,Engineering,0,0,2,5,38200,Entry,No
S02924,20,Male,3.83,285,3.9,Mathematics,0,7,5,0,36900,Entry,Yes
S02960,22,Male,2.55,745,2.57,Business,2,7,4,4,43700,Mid,No
S03533,20,Female,3.54,389,2.44,Law,2,4,5,2,68600,Entry,No
S03836,18,Female,2.7,804,3.64,Engineering,4,4,0,4,76500,Executive,No
S04644,28,Male,3.51,334,2.23,Engineering,0,0,3,1,52600,Entry,Yes
S01173,28,Male,3.77,463,2.62,Arts,2,3,5,1,71000,Entry,Yes
S01323,18,Male,2.78,593,2.73,Mathematics,3,7,1,4,27600,Mid,Yes
S01829,24,Male,3.2,339,2.69,Medicine,4,6,3,4,40600,Mid,No
S02949,18,Female,2.72,978,3.76,Medicine,1,3,5,1,84700,Entry,No
S03044,28,Female,3.74,37,3.22,Medicine,0,8,4,1,51400,Mid,No
S03135,25,Female,3.63,373,3.01,Engineering,3,6,4,0,52900,Mid,No
S04907,28,Male,3.26,994,2.88,Business,2,2,0,1,63600,Entry,No
S00567,24,Male,2.84,503,2.29,Mathematics,0,5,1,5,53200,Senior,Yes
S00655,28,Male,2.68,68,3.2,Arts,3,7,1,5,51400,Senior,Yes
S00922,28,Female,3.18,83,3.22,Arts,1,0,1,3,58800,Entry,No
S00968,21,Male,2.56,932,2.77,Engineering,1,3,4,2,64300,Entry,No
S02232,25,Male,3.52,244,2.35,Business,2,3,0,2,64200,Mid,Yes
S02585,26,Female,3.03,59,2.65,Engineering,4,1,3,1,25000,Entry,No
S02904,18,Female,3.51,545,2.99,Medicine,2,4,0,1,54300,Entry,No
S03279,21,Male,3.36,823,2.87,Engineering,0,9,0,3,44100,Mid,No
S04801,27,Female,2.41,467,2.32,Mathematics,3,6,2,4,83200,Mid,No
S02800,22,Female,3.98,165,2.23,Arts,0,9,5,2,67400,Entry,No
S03798,18,Male,3.75,484,3.9,Mathematics,2,4,3,4,56300,Senior,Yes
S03180,21,Male,3.66,996,3.94,Medicine,4,0,2,2,54600,Mid,Yes
S03376,28,Female,2.44,141,3.53,Mathematics,0,5,3,1,64100,Entry,No
S03422,23,Male,3.73,119,3.57,Arts,4,0,0,5,49000,Entry,No
S03835,22,Female,2.23,334,2.38,Medicine,3,6,5,5,60100,Mid,No
S00223,19,Male,2.31,687,2.01,Arts,0,8,1,3,51500,Entry,No
S01052,23,Female,2.7,432,3.93,Engineering,4,6,2,5,27600,Entry,No
S01098,22,Male,2.92,784,3.72,Medicine,4,4,2,5,66900,Entry,No
S01101,28,Male,3.37,265,3.72,Engineering,4,6,5,4,61600,Entry,No
S02285,22,Male,3.06,345,3.04,Law,4,5,2,0,46500,Entry,No
S02715,25,Male,3.75,318,2.13,Engineering,3,0,5,3,59300,Entry,No
S04149,29,Female,3.39,253,2.38,Mathematics,3,7,0,4,52800,Mid,No
S01107,19,Female,2.46,272,2.99,Computer Science,0,0,1,0,40500,Entry,No
S01328,24,Female,3.74,332,2.94,Engineering,3,3,2,3,36800,Entry,No
S01530,22,Female,3.32,513,2.68,Mathematics,4,4,2,4,25000,Entry,No
S01742,28,Female,2.28,761,3.48,Business,1,7,1,4,32700,Entry,No
S01847,23,Female,3.57,358,2.04,Engineering,4,9,5,3,51900,Entry,No
S02080,26,Male,3.55,98,2.35,Mathematics,2,1,1,1,35900,Entry,No
S03390,19,Male,3.31,816,3.39,Law,1,7,0,0,45000,Mid,No
S03674,22,Male,3.25,533,3.58,Engineering,1,8,0,2,42000,Senior,No
S04010,26,Male,3.44,421,3.57,Arts,1,3,5,2,80300,Senior,No
S04281,19,Female,3.6,690,2.66,Mathematics,2,3,5,1,56600,Entry,Yes
S04534,29,Female,2.84,828,2.81,Business,1,8,0,1,37600,Entry,No
S02816,22,Female,3.75,839,3.68,Mathematics,2,9,0,4,33000,Entry,No
S03109,23,Female,3.01,225,3.22,Computer Science,0,6,1,5,50900,Entry,No
S04628,19,Female,3.04,677,3.9,Law,1,5,3,1,62800,Entry,Yes
S04925,18,Male,2.88,122,2.55,Mathematics,3,5,2,0,71200,Entry,No
S01723,18,Female,3.82,62,3.62,Computer Science,1,5,2,1,54600,Entry,No
S02310,26,Male,3.74,315,3.2,Business,4,2,0,5,53200,Mid,No
S03245,29,Female,2.9,816,2.06,Computer Science,0,1,3,2,51900,Entry,Yes
S04329,24,Female,3.15,676,3.61,Computer Science,2,4,4,2,35200,Entry,No
S04670,18,Female,2.48,244,4,Law,3,5,0,4,71800,Entry,Yes
S04987,25,Male,3.76,224,3.63,Arts,0,2,4,1,67100,Mid,No
S00001,24,Male,3.58,291,3.96,Arts,3,7,2,5,27200,Entry,No
S00237,24,Male,2.27,662,2.11,Arts,3,5,2,2,25200,Entry,No
S02154,26,Male,3.81,232,2.44,Mathematics,0,0,1,5,50600,Senior,No
S02295,19,Male,3.72,463,3.12,Mathematics,3,1,2,5,33100,Entry,No
S02694,28,Female,2.96,66,3.75,Business,4,0,4,1,36700,Mid,No
S03025,29,Male,3.89,736,3.76,Medicine,0,1,0,4,45000,Mid,No
S03241,26,Male,3.67,531,2.31,Engineering,2,3,1,5,25800,Executive,No
S03606,28,Male,3.51,155,2.87,Medicine,0,0,3,1,44600,Entry,No
S04537,27,Female,3.84,358,2.23,Engineering,3,5,1,1,34900,Entry,No
S00523,18,Female,2.25,241,2.64,Law,0,1,5,0,31600,Mid,No
S04022,23,Female,3.94,23,3,Arts,0,1,3,1,58500,Mid,No
S04556,20,Male,2.42,583,2.39,Computer Science,4,2,2,1,43600,Entry,Yes
S04799,23,Male,2.66,306,2.83,Mathematics,4,7,2,0,59700,Senior,No
S01273,24,Male,2.12,778,3.5,Arts,4,0,3,4,55100,Senior,No
S02869,18,Male,2.97,884,2.67,Arts,1,4,2,3,49600,Entry,No
S02944,28,Female,2.85,831,2.11,Law,0,8,3,1,51800,Senior,No
S03830,24,Female,2.93,166,3.24,Computer Science,1,4,1,5,49800,Entry,No
S04517,25,Male,3.58,647,2.9,Business,1,6,1,1,69100,Senior,Yes
S04920,20,Female,2.72,891,3.52,Computer Science,3,6,0,0,80400,Mid,Yes
S00242,28,Female,3.35,708,2.99,Arts,0,2,0,5,40800,Mid,No
S00352,19,Male,2.83,109,3.55,Medicine,1,7,1,5,53100,Entry,No
S00503,29,Female,2.96,51,2.99,Computer Science,4,4,5,1,58200,Mid,No
S00526,21,Male,2.6,839,3.48,Arts,2,8,2,1,67700,Senior,No
S02473,23,Male,2.87,353,3.26,Business,1,7,1,1,58300,Mid,Yes
S02696,25,Female,2.72,202,2.81,Law,0,5,2,1,48500,Entry,Yes
S02709,25,Female,3.35,392,2.58,Law,4,4,4,5,42400,Mid,No
S04309,20,Male,3.73,281,3.25,Mathematics,1,3,0,3,67600,Mid,Yes
S01597,24,Male,3.44,926,3.74,Engineering,1,4,3,5,40400,Mid,No
S02754,26,Male,3.6,39,3.57,Mathematics,4,9,0,5,25000,Entry,No
S02858,19,Female,2.36,149,2.56,Engineering,1,1,5,3,50400,Mid,No
S03338,24,Female,3.25,90,2.49,Computer Science,2,1,2,2,64000,Entry,Yes
S04818,23,Male,3.08,825,3.49,Arts,3,9,1,0,53100,Mid,No
S00073,19,Male,2.79,39,2.37,Medicine,4,7,5,3,68900,Senior,No
S00554,20,Female,3.38,277,2.12,Business,2,4,2,2,48000,Mid,No
S01777,25,Female,2.41,57,3.43,Law,2,5,2,0,36800,Entry,No
S01974,21,Female,2.18,325,2.52,Business,1,7,2,0,58200,Mid,No
S02138,22,Female,3,997,3.05,Computer Science,3,9,3,3,57900,Senior,No
S02191,25,Male,2.49,149,3.64,Law,0,1,2,0,64300,Entry,No
S02303,27,Male,3.32,168,3.67,Computer Science,0,1,1,5,49800,Entry,No
S02598,20,Male,2.43,957,2.98,Law,1,4,4,1,48500,Entry,No
S04896,27,Male,3.7,775,3.29,Computer Science,3,5,4,0,60300,Entry,No
S04913,29,Male,2.38,175,3.64,Business,1,0,3,5,25000,Mid,No
S03825,25,Male,2.66,954,3.86,Arts,1,0,3,5,44100,Entry,No
S03883,28,Female,3.1,750,3.42,Engineering,3,6,1,2,43800,Entry,Yes
S04409,27,Female,2.91,456,3.98,Arts,0,0,1,0,25000,Mid,No
S00209,18,Female,3.83,996,3.2,Engineering,1,0,3,0,63600,Mid,No
S00279,26,Female,2.69,560,2.73,Arts,4,6,4,3,25100,Entry,No
S00349,25,Female,3.44,636,3.78,Engineering,1,4,5,3,25000,Entry,Yes
S00912,19,Female,3.88,85,3.89,Computer Science,2,7,0,1,52400,Mid,No
S01946,27,Female,3.93,799,3.09,Medicine,4,2,5,4,50600,Senior,Yes
S02161,24,Female,3.01,22,3.34,Business,2,3,5,2,51200,Entry,No
S02416,25,Male,2.08,718,2.64,Computer Science,2,8,4,5,42100,Mid,No
S02504,26,Female,3.88,596,2.47,Business,4,3,1,1,29000,Senior,Yes
S02945,26,Female,2.37,569,3.8,Law,4,7,5,0,72000,Mid,No
S03822,20,Male,2.91,182,2.2,Medicine,2,3,5,1,53800,Entry,No
S04276,22,Male,2.69,782,3.72,Arts,3,3,0,5,42600,Mid,No
S04988,23,Male,2.81,611,3.01,Engineering,1,2,0,1,46200,Entry,Yes
S00128,18,Female,3.97,668,3.59,Law,1,0,4,1,46500,Mid,No
S00993,26,Female,3.08,90,2.97,Medicine,0,4,2,1,89300,Senior,No
S02282,24,Male,3.98,821,3.42,Arts,0,9,2,2,51100,Entry,Yes
S02378,23,Male,3.23,685,2.94,Medicine,1,7,3,0,58000,Mid,No
S02502,28,Male,3.67,588,2.83,Law,1,0,4,2,51700,Entry,No
S02878,23,Male,3.95,479,3.77,Arts,2,5,0,3,42100,Entry,No
S04205,20,Female,2.75,573,2.98,Engineering,2,3,2,1,51600,Entry,No
S00981,27,Male,2.84,386,2.23,Medicine,4,2,4,3,51400,Entry,No
S01609,26,Female,2.34,428,3.28,Arts,2,1,5,2,55200,Senior,No
S02057,27,Male,3.57,659,3.64,Engineering,3,6,0,5,43000,Entry,No
S02717,25,Male,3.34,981,2.56,Medicine,2,3,5,1,49600,Entry,No
S03116,27,Male,2.61,801,3.66,Business,4,5,0,1,47700,Mid,No
S03900,24,Female,3.36,743,3.54,Medicine,0,9,4,2,70700,Entry,No
S04642,23,Female,3.35,146,2.19,Law,4,0,1,2,41500,Senior,No
S04758,23,Male,2.06,300,2.72,Arts,0,2,5,2,46800,Mid,Yes
S00586,21,Female,3.38,357,2.33,Business,1,4,0,3,46900,Entry,No
S01262,22,Male,2.14,280,2.58,Medicine,0,5,0,5,59400,Senior,No
S01803,27,Female,3.96,756,2.38,Engineering,0,1,3,2,52500,Entry,No
S04179,26,Female,2.54,136,3.31,Computer Science,4,9,2,3,77100,Mid,Yes
S04808,25,Female,3.82,647,3.34,Medicine,1,6,0,3,60400,Entry,No
S00155,18,Female,3.89,143,3.9,Mathematics,2,8,4,3,39000,Senior,Yes
S01432,26,Male,3.5,702,2.47,Medicine,0,0,0,2,32200,Mid,No
S02073,26,Male,3.01,111,2.23,Business,3,4,0,5,32400,Senior,No
S02259,22,Male,2.62,323,2.52,Law,1,2,3,0,58100,Entry,No
S02562,25,Female,2.68,396,2.94,Mathematics,1,1,5,4,41100,Mid,No
S02609,29,Male,3.68,408,2.63,Law,0,5,3,5,54200,Mid,No
S03359,23,Male,2.74,799,3.12,Mathematics,1,9,1,3,58400,Entry,No
S00471,27,Female,2.51,665,2.39,Law,0,0,0,3,66300,Mid,No
S00578,21,Female,2.67,156,2.83,Engineering,1,9,2,0,44500,Entry,No
S00756,29,Male,3.9,194,3.05,Computer Science,4,3,0,2,32800,Executive,No
S01274,18,Female,2.1,202,2.72,Medicine,4,4,5,5,59300,Entry,No
S03672,27,Female,2.64,386,3.6,Law,1,5,5,3,33300,Entry,No
S00362,18,Female,2.82,435,2.13,Mathematics,2,9,1,5,71200,Mid,Yes
S00605,28,Female,3.21,784,3.15,Engineering,4,3,3,5,81600,Mid,No
S02530,27,Female,3.05,704,3.49,Business,3,7,1,5,45000,Mid,No
S02559,26,Male,3.63,864,2.15,Mathematics,1,2,5,4,51500,Entry,Yes
S03030,21,Male,2.06,356,2.91,Medicine,2,2,5,1,25800,Executive,Yes
S03107,20,Male,2.38,937,3.64,Engineering,1,1,1,3,58300,Mid,No
S03636,18,Male,2.37,568,2.18,Medicine,1,5,5,2,80500,Entry,Yes
S04717,28,Male,3.69,248,3.12,Law,3,6,0,4,38700,Mid,No
S00624,21,Male,3.66,611,3.13,Computer Science,1,7,1,1,34100,Mid,No
S01357,20,Female,3.89,384,2.44,Medicine,1,6,3,5,53700,Entry,No
S02061,27,Female,3.76,756,2.71,Arts,1,1,4,4,55800,Executive,No
S03516,27,Male,3.03,871,2.59,Law,3,8,3,5,34400,Mid,Yes
S04114,21,Female,3.94,165,2.29,Business,2,8,0,1,27000,Entry,No
S04403,26,Female,3.51,738,2.62,Medicine,2,2,4,5,72900,Senior,No
S00062,29,Male,2.27,740,3.76,Engineering,1,5,0,5,51600,Entry,No
S00763,19,Female,3.55,620,2.67,Law,3,8,4,2,58400,Mid,No
S02185,28,Female,2.1,79,3.78,Business,2,1,1,2,60900,Entry,Yes
S02791,22,Male,3.91,195,2.83,Mathematics,4,4,0,4,25000,Senior,No
S02948,18,Female,2.7,892,2.6,Law,0,3,5,2,39900,Senior,No
S03065,20,Male,2.49,782,3.49,Engineering,1,1,5,1,25000,Mid,Yes
S02535,26,Female,3.01,472,2.19,Engineering,4,4,1,4,39100,Entry,No
S03141,26,Male,2.59,947,3.63,Arts,1,3,4,1,87400,Entry,Yes
S03165,25,Female,3.34,485,2.16,Business,3,4,4,5,38000,Entry,No
S04437,21,Female,2.47,687,2.49,Computer Science,3,5,4,2,26900,Executive,No
S04518,28,Female,3.92,862,2.64,Mathematics,4,1,5,5,47900,Entry,No
S00588,18,Female,3.4,618,3.57,Law,2,3,0,4,25000,Entry,No
S00995,22,Male,3.9,219,2.64,Law,3,4,3,3,45400,Entry,Yes
S01569,20,Female,3.82,509,2.64,Medicine,4,5,3,4,39200,Mid,No
S02536,22,Female,3.93,667,3.04,Mathematics,0,5,4,0,43700,Entry,No
S03367,21,Male,3.15,93,2.47,Business,1,9,0,3,52600,Mid,No
S04044,23,Female,3.32,241,2.22,Medicine,3,6,3,0,71000,Entry,No
S04486,28,Female,3.6,428,2.62,Computer Science,3,9,4,2,61600,Mid,No
S00012,25,Female,2.54,236,3.26,Law,2,2,3,5,35100,Mid,Yes
S01223,18,Female,3.88,432,3.03,Business,1,6,1,4,52000,Senior,No
S01884,26,Female,2.75,216,3.11,Medicine,1,7,3,5,50200,Mid,No
S02030,25,Female,3.74,988,2.06,Arts,4,3,5,2,67000,Mid,No
S04196,19,Male,3.98,755,2.1,Arts,1,6,3,0,25000,Entry,No
S04620,18,Male,3.01,951,3.5,Engineering,1,1,3,2,29300,Entry,Yes
S04650,21,Male,2.17,763,3.19,Medicine,4,4,4,2,37900,Mid,No
S00064,24,Male,2.91,306,3.86,Law,2,3,4,2,75700,Entry,Yes
S00389,25,Male,2.45,808,2.13,Business,0,3,0,2,63000,Mid,Yes
S00499,22,Male,2.25,377,3.9,Law,2,6,1,5,52600,Mid,No
S01857,19,Male,2.46,741,4,Law,2,0,2,1,38200,Mid,No
S03802,20,Male,2.52,547,3.14,Law,2,2,5,0,43000,Mid,No
S00835,24,Female,3.55,752,2.57,Computer Science,4,3,4,4,62000,Entry,No
S01230,22,Male,3.9,298,3.68,Mathematics,1,5,1,3,63000,Mid,No
S02417,18,Male,2.57,594,2.49,Arts,3,0,1,1,37100,Senior,Yes
S02867,23,Male,2.12,129,2.26,Computer Science,3,9,4,0,59300,Mid,No
S03158,20,Male,2.61,113,3.33,Arts,1,9,4,2,46900,Mid,Yes
S03218,28,Female,2.28,409,2.39,Arts,4,1,5,4,59500,Mid,No
S03608,28,Female,2.96,501,2.91,Arts,3,9,0,5,47100,Mid,Yes
S04397,21,Male,2.3,290,2.25,Business,0,9,0,4,47600,Entry,No
S00233,22,Male,3.11,634,2.87,Medicine,4,3,5,5,25000,Entry,No
S01539,27,Male,3.46,195,3.38,Engineering,3,9,3,2,38900,Entry,No
S02676,25,Female,2.9,7,2.45,Mathematics,3,9,3,5,58100,Mid,No
S02875,28,Female,3.88,326,2.93,Mathematics,0,2,3,5,58900,Entry,No
S02931,21,Female,3.59,277,3.88,Arts,0,8,2,1,38400,Entry,No
S04249,19,Female,3.29,678,3.64,Business,0,2,3,4,47600,Executive,No
S00008,20,Male,2.68,240,2.84,Computer Science,1,5,5,2,38000,Entry,No
S01439,22,Male,2.62,217,2.57,Engineering,3,4,1,0,61000,Senior,No
